binning,bin,sample,block_a,block_b,nested,model_family,controls,n_rounds,n_games,n_rounds_heldout,n_games_heldout,diff_cv_r2,ci_low,ci_high,diff_heldout_r2,ci_low_heldout,ci_high_heldout
round_bin,round 3,talkers,pre,cumulative,True,random forest,rules+timing+momentum,80,80,84,84,-0.1455074338639244,-0.1946890148007717,-0.09128487877468364,-0.041446682413715075,-0.08857359073030266,0.01830539000172977
round_bin,round 3,talkers,post,window,True,random forest,rules+timing+momentum,80,80,84,84,-0.01708423946039883,-0.06024850830676979,0.025870163220359784,0.05821783178570783,0.014455591663662623,0.0961769603621017
round_bin,round 3,talkers,post,cumulative,True,random forest,rules+timing+momentum,80,80,84,84,-0.0931278701543129,-0.14840502386796858,-0.03780030271437135,0.030579349858188887,-0.008672255909817073,0.07136790178647204
round_bin,round 3,talkers,window,cumulative,True,random forest,rules+timing+momentum,80,80,84,84,-0.07604363069391407,-0.11960754870079257,-0.03456950174185005,-0.027638481927518943,-0.06579660481903701,0.030274720636929764
round_bin,rounds 4-6,talkers,pre,post,False,elastic net,rules+timing,191,94,207,129,-0.10080394107684798,-0.20617819504559817,-0.018077798570660226,0.008378505778898315,-0.05274124738462356,0.07729113564544013
round_bin,rounds 4-6,talkers,pre,window,True,elastic net,rules+timing,191,94,207,129,-0.07655644047170207,-0.183362738929844,0.014585125189752433,0.01727871173168749,-0.09862352130781195,0.15976199534050245
round_bin,rounds 4-6,talkers,pre,cumulative,True,elastic net,rules+timing,191,94,207,129,0.019329242372402078,-0.10148771483538316,0.11324381095163712,0.03734197234177916,-0.048050410285311235,0.11625184750616882
round_bin,rounds 4-6,talkers,post,window,True,elastic net,rules+timing,191,94,207,129,0.02424750060514591,-0.03877997855172728,0.10078661146884318,0.008900205952789175,-0.08705400238196884,0.1127336762125116
round_bin,rounds 4-6,talkers,post,cumulative,True,elastic net,rules+timing,191,94,207,129,0.12013318344925006,0.02096274948001922,0.2059345166362437,0.028963466562880846,-0.0674930947406709,0.11363949815384515
round_bin,rounds 4-6,talkers,window,cumulative,True,elastic net,rules+timing,191,94,207,129,0.09588568284410415,-0.010803612437215976,0.17641286721555166,0.02006326061009167,-0.14481193346084942,0.15316257425616642
round_bin,rounds 4-6,talkers,pre,post,False,random forest,rules+timing,191,94,207,129,-0.0077132022573609405,-0.059476928182392606,0.05122388891750381,-0.006861834016032131,-0.041092273971245145,0.028597260294559456
round_bin,rounds 4-6,talkers,pre,window,True,random forest,rules+timing,191,94,207,129,-0.0379869250242344,-0.0865468009296907,0.022716439699629238,-0.022010613741723972,-0.06195744257320093,0.025348802487677846
round_bin,rounds 4-6,talkers,pre,cumulative,True,random forest,rules+timing,191,94,207,129,0.01571954268550002,-0.07187554858846923,0.10949800343395201,-0.01820969434201769,-0.07053131111103518,0.038987847476682734
round_bin,rounds 4-6,talkers,post,window,True,random forest,rules+timing,191,94,207,129,-0.030273722766873457,-0.06096945712291274,0.0015028398827389288,-0.015148779725691841,-0.035881672109313534,0.01057495319877756
round_bin,rounds 4-6,talkers,post,cumulative,True,random forest,rules+timing,191,94,207,129,0.02343274494286096,-0.06574437110010742,0.09512429804686988,-0.01134786032598556,-0.05232375651429913,0.030937092025082005
round_bin,rounds 4-6,talkers,window,cumulative,True,random forest,rules+timing,191,94,207,129,0.05370646770973442,-0.030062099902520095,0.1290361311749197,0.003800919399706282,-0.04748107854555442,0.05289391149378145
round_bin,rounds 4-6,talkers,pre,post,False,elastic net,rules+timing+momentum,191,94,207,129,-0.009640304023674107,-0.06448595786505718,0.02285788159601719,-0.05999243242501806,-0.12264374105617823,-0.008490184274069543
round_bin,rounds 4-6,talkers,pre,window,True,elastic net,rules+timing+momentum,191,94,207,129,-0.005312733688683013,-0.05427143381338961,0.030445303039764213,-0.06285344519492841,-0.1266163547177343,-0.011535289893526406
round_bin,rounds 4-6,talkers,pre,cumulative,True,elastic net,rules+timing+momentum,191,94,207,129,0.007185123552002071,-0.039641193916858164,0.04488584256359715,-0.05604702411605522,-0.1175345703767644,-0.006216922344967473
round_bin,rounds 4-6,talkers,post,window,True,elastic net,rules+timing+momentum,191,94,207,129,0.004327570334991093,-0.011032607077346346,0.0242678735291193,-0.002861012769910354,-0.018063966688329883,0.010234748084670429
round_bin,rounds 4-6,talkers,post,cumulative,True,elastic net,rules+timing+momentum,191,94,207,129,0.016825427575676177,-0.005974205775127295,0.04443882329773049,0.003945408308962839,-0.01713133714987435,0.023924385896591426
round_bin,rounds 4-6,talkers,window,cumulative,True,elastic net,rules+timing+momentum,191,94,207,129,0.012497857240685084,-0.015532094512231314,0.04204459759343268,0.006806421078873193,-0.012465889883998554,0.023530887582493047
round_bin,rounds 4-6,talkers,pre,post,False,random forest,rules+timing+momentum,191,94,207,129,-0.01151495041002204,-0.03971418182774136,0.014953450173780776,-0.016162612016718314,-0.03459608284683812,0.004985957982201868
round_bin,rounds 4-6,talkers,pre,window,True,random forest,rules+timing+momentum,191,94,207,129,-0.004749738510478219,-0.035386542054075265,0.021030513134257696,-0.01822958485633308,-0.03734450379033452,0.002589311483614121
round_bin,rounds 4-6,talkers,pre,cumulative,True,random forest,rules+timing+momentum,191,94,207,129,0.039242837318710366,-0.01702122864373743,0.08265787555749922,-0.004909571284525516,-0.028194476156674423,0.024100903720654748
round_bin,rounds 4-6,talkers,post,window,True,random forest,rules+timing+momentum,191,94,207,129,0.0067652118995438215,-0.008796221426998424,0.02019249175637659,-0.002066972839614767,-0.010539708344307447,0.007710150688556419
round_bin,rounds 4-6,talkers,post,cumulative,True,random forest,rules+timing+momentum,191,94,207,129,0.050757787728732406,0.00973771523910825,0.08831754556922641,0.011253040732192798,-0.006384100614778448,0.031832774757444594
round_bin,rounds 4-6,talkers,window,cumulative,True,random forest,rules+timing+momentum,191,94,207,129,0.043992575829188585,0.0028331508178780773,0.08168741370555593,0.013320013571807565,-0.006029392941947614,0.03285443182081352
round_bin,rounds 7-10,talkers,pre,post,False,elastic net,rules+timing,185,82,216,102,-0.001075184593394063,-0.07218086720661789,0.0565214775478845,0.01704056583296798,-0.03354725363309142,0.06057430086406836
round_bin,rounds 7-10,talkers,pre,window,True,elastic net,rules+timing,185,82,216,102,-0.01562743785776388,-0.1264546192224398,0.09122495771250691,0.08242395263190572,-0.019329064969237288,0.21968231870450605
round_bin,rounds 7-10,talkers,pre,cumulative,True,elastic net,rules+timing,185,82,216,102,0.16850003247735446,0.04498985595406985,0.3915541753562697,-0.05318606184104824,-0.24046164790735464,0.08458266681743067
round_bin,rounds 7-10,talkers,post,window,True,elastic net,rules+timing,185,82,216,102,-0.014552253264369819,-0.10134099170598339,0.0951298959741769,0.06538338679893774,-0.054022417818307376,0.22363518048897996
round_bin,rounds 7-10,talkers,post,cumulative,True,elastic net,rules+timing,185,82,216,102,0.16957521707074852,0.05620099747401126,0.37340470039723844,-0.07022662767401622,-0.23399933881536325,0.05270619466609523
round_bin,rounds 7-10,talkers,window,cumulative,True,elastic net,rules+timing,185,82,216,102,0.18412747033511834,0.043455497641313935,0.39484051477439575,-0.13561001447295395,-0.4061799912234827,0.06622768046143913
round_bin,rounds 7-10,talkers,pre,post,False,random forest,rules+timing,185,82,216,102,-0.008872924626707857,-0.06609089235464574,0.02520053064117277,-0.003551875396016646,-0.03574860862055207,0.033888724158533216
round_bin,rounds 7-10,talkers,pre,window,True,random forest,rules+timing,185,82,216,102,0.008677303950736182,-0.043769998487309524,0.04495136180636416,-0.0283030978165707,-0.06988170069838683,0.02303020426231431
round_bin,rounds 7-10,talkers,pre,cumulative,True,random forest,rules+timing,185,82,216,102,0.06643155182471983,-0.02320448550721217,0.14395142057758792,-0.03125335913227156,-0.1177428710893278,0.04554169455772558
round_bin,rounds 7-10,talkers,post,window,True,random forest,rules+timing,185,82,216,102,0.017550228577444038,-0.00453213872312759,0.049267324140864224,-0.024751222420554053,-0.05613674128486881,0.012913531651967857
round_bin,rounds 7-10,talkers,post,cumulative,True,random forest,rules+timing,185,82,216,102,0.07530447645142768,0.010886335256126667,0.1536838741582431,-0.027701483736254917,-0.10704053760934411,0.038148561482697546
round_bin,rounds 7-10,talkers,window,cumulative,True,random forest,rules+timing,185,82,216,102,0.057754247873983644,-0.017189416067057907,0.1468640619361689,-0.002950261315700864,-0.08786737996215721,0.06911257941291192
round_bin,rounds 7-10,talkers,pre,post,False,elastic net,rules+timing+momentum,185,82,216,102,0.00673602954828223,-0.0006509625234993987,0.015604954560758286,-2.2637567733241326e-05,-0.0012502527549709097,0.001261020768433521
round_bin,rounds 7-10,talkers,pre,window,True,elastic net,rules+timing+momentum,185,82,216,102,0.025341736288438832,0.002133874679378234,0.07096297937763475,0.0055977707902235,-0.0029420745921066387,0.015516255153148702
round_bin,rounds 7-10,talkers,pre,cumulative,True,elastic net,rules+timing+momentum,185,82,216,102,0.01147675336381826,-0.00950318186278569,0.033018026609113675,0.030779396647088175,0.011825130908673554,0.0528399595958997
round_bin,rounds 7-10,talkers,post,window,True,elastic net,rules+timing+momentum,185,82,216,102,0.018605706740156602,-0.00612719054983703,0.06620850811807887,0.005620408357956741,-0.0030160177114420426,0.015813341586016556
round_bin,rounds 7-10,talkers,post,cumulative,True,elastic net,rules+timing+momentum,185,82,216,102,0.00474072381553603,-0.016036351060822053,0.025166416143280707,0.030802034214821417,0.013055949778480295,0.052875435048495935
round_bin,rounds 7-10,talkers,window,cumulative,True,elastic net,rules+timing+momentum,185,82,216,102,-0.013864982924620572,-0.05728299546587917,0.010208872354245483,0.025181625856864676,0.002668351415909526,0.049115461276144246
round_bin,rounds 7-10,talkers,pre,post,False,random forest,rules+timing+momentum,185,82,216,102,-0.006906772692058638,-0.04437073875102831,0.01781063524411899,0.010256153793685385,-0.011330727908128313,0.03493416562980445
round_bin,rounds 7-10,talkers,pre,window,True,random forest,rules+timing+momentum,185,82,216,102,-0.00077611217220519,-0.03629735639158576,0.022969867341823012,-0.0014731451307168353,-0.0211159904246059,0.025989672040858683
round_bin,rounds 7-10,talkers,pre,cumulative,True,random forest,rules+timing+momentum,185,82,216,102,0.024939216496399408,-0.038030324441414104,0.06691311822132624,0.0076126409142356355,-0.02615957987449956,0.04153919266274539
round_bin,rounds 7-10,talkers,post,window,True,random forest,rules+timing+momentum,185,82,216,102,0.006130660519853448,-0.002385289634085258,0.022818889229840114,-0.01172929892440222,-0.024376607883093232,0.0024651741935208162
round_bin,rounds 7-10,talkers,post,cumulative,True,random forest,rules+timing+momentum,185,82,216,102,0.031845989188458046,-0.0071435051694740985,0.05929404477418851,-0.0026435128794497498,-0.03305820197952464,0.025695454077088193
round_bin,rounds 7-10,talkers,window,cumulative,True,random forest,rules+timing+momentum,185,82,216,102,0.025715328668604598,-0.019319156867577954,0.0520155864476465,0.00908578604495247,-0.019033939915962875,0.03339833268492245
round_bin,rounds 11+,talkers,pre,post,False,elastic net,rules+timing,422,79,458,118,-0.07310541417424887,-0.7017910536626863,0.009812701062720315,0.0,0.0,0.0
round_bin,rounds 11+,talkers,pre,window,True,elastic net,rules+timing,422,79,458,118,-0.08169646450454748,-0.7196252536118474,0.026830894349193665,0.0,0.0,0.0
round_bin,rounds 11+,talkers,pre,cumulative,True,elastic net,rules+timing,422,79,458,118,-0.09087760791915467,-1.2225934562482421,0.37423622728694583,0.0,0.0,0.0
round_bin,rounds 11+,talkers,post,window,True,elastic net,rules+timing,422,79,458,118,-0.00859105033029861,-0.06640740408876503,0.02233841555901645,0.0,0.0,0.0
round_bin,rounds 11+,talkers,post,cumulative,True,elastic net,rules+timing,422,79,458,118,-0.017772193744905795,-0.6032613169381931,0.3980951978044075,0.0,0.0,0.0
round_bin,rounds 11+,talkers,window,cumulative,True,elastic net,rules+timing,422,79,458,118,-0.009181143414607185,-0.5134907520508005,0.3457968955475964,0.0,0.0,0.0
round_bin,rounds 11+,talkers,pre,post,False,random forest,rules+timing,422,79,458,118,0.034374025001986386,-0.017285713280393432,0.048651364707775924,0.0,0.0,0.0
round_bin,rounds 11+,talkers,pre,window,True,random forest,rules+timing,422,79,458,118,0.022392696901423426,0.0008900274547734233,0.049321261778402306,0.0,0.0,0.0
round_bin,rounds 11+,talkers,pre,cumulative,True,random forest,rules+timing,422,79,458,118,0.1304714417367452,0.053040847883477536,0.3966130724222908,0.020288636905544166,-0.07817125325723254,0.1160779250819664
round_bin,rounds 11+,talkers,post,window,True,random forest,rules+timing,422,79,458,118,-0.01198132810056296,-0.0303790476901638,0.049692961677781367,0.0,0.0,0.0
round_bin,rounds 11+,talkers,post,cumulative,True,random forest,rules+timing,422,79,458,118,0.0960974167347588,0.02912547860248756,0.38099954726820157,0.020288636905544166,-0.07552724404349213,0.11772799379753017
round_bin,rounds 11+,talkers,window,cumulative,True,random forest,rules+timing,422,79,458,118,0.10807874483532176,0.028330315057586552,0.36657587437516664,0.020288636905544166,-0.08122580607866657,0.11897909540293362
round_bin,rounds 11+,talkers,pre,post,False,elastic net,rules+timing+momentum,422,79,458,118,0.0014544384307249025,-0.007846054799191315,0.015597318971175838,-0.005462614050714576,-0.017345701537532034,0.005101511261178157
round_bin,rounds 11+,talkers,pre,window,True,elastic net,rules+timing+momentum,422,79,458,118,0.004868228629240967,-0.012514855025896396,0.008969692815104433,0.007165665136954491,-0.0012938452284294354,0.018856314689680236
round_bin,rounds 11+,talkers,pre,cumulative,True,elastic net,rules+timing+momentum,422,79,458,118,0.010652860195130676,-0.02195262195719099,0.01876484652737446,-0.01227318514576392,-0.0298601202185695,0.0017754566508873567
round_bin,rounds 11+,talkers,post,window,True,elastic net,rules+timing+momentum,422,79,458,118,0.0034137901985160646,-0.018295096384884527,0.007293123068820333,0.012628279187669067,0.003298696319696473,0.024706255398265816
round_bin,rounds 11+,talkers,post,cumulative,True,elastic net,rules+timing+momentum,422,79,458,118,0.009198421764405773,-0.028536151528454616,0.016949635871127147,-0.006810571095049345,-0.020230766218247133,0.0035917136156945694
round_bin,rounds 11+,talkers,window,cumulative,True,elastic net,rules+timing+momentum,422,79,458,118,0.0057846315658897085,-0.017253454886591447,0.010995938441454023,-0.019438850282718412,-0.039696464819554356,-0.0037761934025307043
round_bin,rounds 11+,talkers,pre,post,False,random forest,rules+timing+momentum,422,79,458,118,0.009464764504531709,-0.039347848263242426,0.019330123845759977,-0.002121954140957838,-0.01122721174367885,0.007334211378468792
round_bin,rounds 11+,talkers,pre,window,True,random forest,rules+timing+momentum,422,79,458,118,0.00292224355636439,-0.030609407647441328,0.009971889635711509,-0.004448662395094782,-0.012843539743356572,0.004625023790204561
round_bin,rounds 11+,talkers,pre,cumulative,True,random forest,rules+timing+momentum,422,79,458,118,-0.0052560883993095775,-0.31206037268317866,0.11348505654644439,0.15254648928848358,0.057102719359038684,0.23664930653835847
round_bin,rounds 11+,talkers,post,window,True,random forest,rules+timing+momentum,422,79,458,118,-0.0065425209481673186,-0.013067531156082942,0.01111424136428932,-0.0023267082541369444,-0.010606468787548218,0.005882710128334749
round_bin,rounds 11+,talkers,post,cumulative,True,random forest,rules+timing+momentum,422,79,458,118,-0.014720852903841286,-0.2551494487867944,0.10566344477094075,0.15466844342944142,0.06735008969742466,0.23505866861069677
round_bin,rounds 11+,talkers,window,cumulative,True,random forest,rules+timing+momentum,422,79,458,118,-0.008178331955673968,-0.2889083448853521,0.10473558350357301,0.15699515168357836,0.06573558899563484,0.24442094587438276
